country	program	course_title	us_unit	student_unit	start_date	end_date	location	quantity	total_cost	source
Brunei	DOD East Asia and Pacific Region, Brunei, DoD Regional Centers for Strategic Studies,FY03	Executive Course 2003-2	U.S. military staff and faculty	Ministry of Foreign Affairs	5/19/2003	8/7/2003	Asia-Pacific Center	1	$1,456	34330
Cambodia	DOD East Asia and Pacific Region, Cambodia, DoD Regional Centers for Strategic Studies,FY03	Executive Course 2003-2	U.S. military staff and faculty	Army	5/19/2003	8/7/2003	Asia-Pacific Center	2	$30,116	34330
Cambodia	DOD East Asia and Pacific Region, Cambodia, Miscellaneous, DOD/DOS Non-Security Assistance,FY03	HMA 03-01	ODA 171	Cambodia Mine Action Center	1/9/2003	2/19/2003	Kampong Chhnang, Kingdom of Cambodia	40	$157,808	34330
Cambodia	DOD East Asia and Pacific Region, Cambodia, Miscellaneous, DOD/DOS Non-Security Assistance,FY03	Regional HIV/AIDS Training	None	Ministry of National Defense	9/9/2003	9/12/2003	Bangkok, Thailand	1		34330
China	DOD East Asia and Pacific Region, China, DoD Regional Centers for Strategic Studies,FY03	Executive Course 2002-3	U.S. military staff and faculty	Army, Ministry of Foreign Affairs	9/23/2002	12/12/2002	Asia-Pacific Center	4	$49,202	34330
China	DOD East Asia and Pacific Region, China, Miscellaneous, DOD/DOS Non-Security Assistance,FY03	Regional HIV/AIDS Training	None	PLA 302 Hospital; Academy of Military Medical Science	9/9/2003	9/12/2003	Bangkok, Thailand	2		34330
Cook Islands	DOD East Asia and Pacific Region, Cook Islands, DoD Regional Centers for Strategic Studies,FY03	Executive Course 2002-3	U.S. military staff and faculty	Police	9/23/2002	12/12/2002	Asia-Pacific Center	1	$12,316	34330
Cook Islands	DOD East Asia and Pacific Region, Cook Islands, DoD Regional Centers for Strategic Studies,FY03	Executive Course 2003-2	U.S. military staff and faculty	Police	5/19/2003	8/7/2003	Asia-Pacific Center	1	$15,804	34330
East Timor	DOD East Asia and Pacific Region, East Timor, DoD Regional Centers for Strategic Studies,FY03	Executive Course 2003-1	U.S. military staff and faculty	Ministry of Foreign Affairs & Cooperation	1/21/2003	4/10/2003	Asia-Pacific Center	1	$14,666	34330
East Timor	DOS East Asia and Pacific Region, East Timor, International Military Education and Training (IMET),FY03	ENGLISH LANGUAGE CRSE		2ND BATTALION, F-FDTL	1/13/2003	6/6/2003	SAN ANTONIO TX 78236-5259	1	$11,432	34330
