country	program	course_title	us_unit	student_unit	start_date	end_date	location	quantity	total_cost	source
Antigua and Barbuda	CTFP - Fiscal Year 2010 Department of Defense Training	MET CT- REGIONAL CIV-MIL	US unit not specified in 2010-2011 report	ABDF	2/22/2010	2/27/2010	BELIZE (UK) (IN COUNTRY TRAINING)	1	3349 	171514
Antigua and Barbuda	CTFP - Fiscal Year 2010 Department of Defense Training	MET CT- REGIONAL CIV-MIL	US unit not specified in 2010-2011 report	PORT FACILITY	2/22/2010	2/27/2010	BELIZE (UK) (IN COUNTRY TRAINING)	1	3349 	171514
Antigua and Barbuda	CTFP - Fiscal Year 2010 Department of Defense Training	Fiscal Year 2010 Program Totals	US unit not specified in 2010-2011 report					2	$6,698 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	BOATSWAINS MATE A	US unit not specified in 2010-2011 report	ABDF	4/26/2010	7/16/2010	COGARD TRAINING CENTER YORKTOWN VA	1	6405 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	DENTAL SPECIALIST	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	7/14/2010	9/3/2010	ARMY MEDICAL DEPARTMENT CENTER & SCHOOL	1	12147 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	ELECTRICIANS MATE A	US unit not specified in 2010-2011 report	FHQ ABDF	3/29/2010	8/6/2010	COGARD TRAINING CENTER YORKTOWN VA	1	7158 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	INFANTRY BASIC OFFICER LEADER-BRANCH	US unit not specified in 2010-2011 report	ABDF	4/26/2010	8/12/2010	INFANTRY SCHOOL	1	11009 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	INTERNATIONAL OFF PREPARATORY - INF OFF ADV	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	7/13/2010	7/19/2010	INFANTRY SCHOOL	1	5280 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	INTERNATIONAL PETTY OFFICER LEADERSHIP (IPOL)	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	7/12/2010	8/13/2010	NETSAFA INTERNATIONAL TRAINING CENTER PENSACOLA FL	1	7041 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	MACHINERY TECHNICIAN A	US unit not specified in 2010-2011 report	ANTIGUA COAST GUARD	11/9/2009	2/12/2010	COGARD TRAINING CENTER YORKTOWN VA	1	6667 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	MANEUVER CAPTAINS CAREER	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	7/20/2010	9/22/2010	USATC	1	7568 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	OFFICER INDOCTRINATION SCHOOL	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	8/24/2009	12/9/2009	U. S. COAST GUARD ACADEMY NEW LONDON CT	1	17656 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	OJT FAMILIARIZATION OFFR	US unit not specified in 2010-2011 report	ATNIGUA DEFENSE FORCE	9/28/2009	10/9/2009	US COAST GUARD TRAINING CENTER PETALUMA CA	1	1379 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	OJT FAMILIARIZATION OFFR	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	9/28/2009	10/9/2009	US COAST GUARD TRAINING CENTER PETALUMA CA	1	1379 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	OJT MAR SAFETY OFFICER	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	7/26/2010	7/30/2010	COMLANTAREA COGARD PORTSMOUTH VA	1	1369 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	OJT OPERATIONS TRAINING-CONUS	US unit not specified in 2010-2011 report	ABDF	8/23/2010	9/3/2010	WESTERN HEMIS INSTITUTE FOR SECURITY COOP	1	1829 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	PORT STATE CONTROL OFFICER	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	7/6/2010	7/23/2010	COGARD TRAINING CENTER YORKTOWN VA	1	3498 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	SEARCH/RESCUE MARITIME	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	7/6/2010	7/30/2010	COGARD TRAINING CENTER YORKTOWN VA	1	3688 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	SIGNAL BASIC OFFICER LEADER-BRANCH	US unit not specified in 2010-2011 report	ANTIGUA DEFENSE FORCE	5/25/2010	9/16/2010	SIGNAL SCHOOL	1	13540 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	UNIT SUPPLY SPECIALIST	US unit not specified in 2010-2011 report	ANTIGUA	10/20/2009	12/16/2009	QUARTERMASTER SCHOOL	1	10494 	171514
Antigua and Barbuda	IMET-1 - Fiscal Year 2010 Department of State Training	Fiscal Year 2010 Program Totals	US unit not specified in 2010-2011 report					17	$118,107 	171514
