country	program	course_title	us_unit	student_unit	start_date	end_date	location	quantity	total_cost	source
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	COMBINED LOG CPT CAREER		DEFENSE FORCE	6/20/01	8/3/01	1 FT LEE VA 23801-1705		$3,775	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	COMBINED LOG OFF ADV-QM		DEFENSE FORCE	8/7/01	9/11/01	1 FT LEE VA 23801-1509		$3,976	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	COXSWAIN C		COAST GUARD	1/22/01	2/16/01	1 YORKTOWN, VA 23690-5000		$3,919	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	COXSWAIN SMALL BOAT		COAST GUARD	1/8/01	1/19/01	1 YORKTOWN, VA 23690-5000		$3,663	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	DAMAGE CONTROL A		COAST GUARD	4/2/01	7/6/01	1 YORKTOWN, VA 23690-5000		$6,884	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	ELECTRICIANS MATE A		COAST GUARD	6/11/01	9/21/01	1 YORKTOWN, VA 23690-5000		$7,506	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	FOOD SERVICE SPECIALIST A		DEFENSE FORCE	3/29/01	6/18/01	1 PETALUMA, CA 94952-5000		$5,205	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	INTERNATIONAL OFF LOG PREP		DEFENSE FORCE	6/4/01	6/15/01	1 FT LEE VA 23801-1705		$3,383	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	LT WHEEL VEH MECH-BNCOC		DEFENSE FORCE	5/2/01	7/11/01	1 APG MD 21005-5299		$6,906	10970
Antigua And Barbuda (UK)	DoS Western Hemisphere Region, Antigua And Barbuda (UK), International Military Education and Training (IMET), FY01	MEDICAL SPECIALIST		DEFENSE FORCE	2/26/01	5/4/01	1 FT SAM HOUSTON TX 78234-6100		$8,492	10970
